"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"279","bus_srv","12 months or more","overall_owner_manager","AU",0.495362366,0.025580418,359,706
"280","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","AU",0.040570444,0.010094103,29,706
"281","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","AU",0.048432553,0.010983602,30,706
"282","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","AU",0.082451565,0.014072468,57,706
"283","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","AU",0.04774978,0.010909819,40,706
"284","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","AU",0.07056633,0.013102805,39,706
"285","bus_srv","Less than 1 month","overall_owner_manager","AU",0.048854542,0.011028902,35,706
"286","bus_srv","Not sure","overall_owner_manager","AU",0.166012421,0.019037346,117,706
"287","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","AU",0.271996693,0.024153697,163,635
"288","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","AU",0.728003307,0.024153697,472,635
"289","chl_fin_debt_or_loans","Checked","overall_owner_manager","AU",0.194646646,0.021490762,115,635
"290","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","AU",0.805353354,0.021490762,520,635
"291","chl_fin_none_of_the_above","Checked","overall_owner_manager","AU",0.524933081,0.027105941,345,635
"292","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","AU",0.475066919,0.027105941,290,635
"293","chl_fin_rent_or_lease","Checked","overall_owner_manager","AU",0.210827766,0.022140372,131,635
"294","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","AU",0.789172234,0.022140372,504,635
"295","chl_fin_taxes","Checked","overall_owner_manager","AU",0.226799337,0.02273014,124,635
"296","chl_fin_taxes","Unchecked","overall_owner_manager","AU",0.773200663,0.02273014,511,635
"297","chl_fin_worker_benefits","Checked","overall_owner_manager","AU",0.092620603,0.015735603,49,635
"298","chl_fin_worker_benefits","Unchecked","overall_owner_manager","AU",0.907379397,0.015735603,586,635
"299","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","AU",0.047264247,0.011518282,22,635
"300","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","AU",0.952735753,0.011518282,613,635
"301","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","AU",0.207228044,0.022000549,129,635
"302","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","AU",0.792771956,0.022000549,506,635
"303","clim_carb","Business facilities","overall_owner_manager","AU",0.061606272,0.013526351,45,592
"304","clim_carb","Customer demand or expectations","overall_owner_manager","AU",0.121556361,0.018383213,73,592
"305","clim_carb","Employee capacity","overall_owner_manager","AU",0.020491907,0.00797023,12,592
"306","clim_carb","Knowledge of how to reduce carbon emissions","overall_owner_manager","AU",0.369954308,0.027160371,216,592
"307","clim_carb","Operating costs","overall_owner_manager","AU",0.226585686,0.023550383,135,592
"308","clim_carb","Production or transportation of goods and services","overall_owner_manager","AU",0.199805466,0.02249454,111,592
"309","clim_pract","I am unsure and need more information to make this decision","overall_owner_manager","AU",0.151175437,0.019493175,90,631
"310","clim_pract","I definitely would","overall_owner_manager","AU",0.194435765,0.021536304,128,631
"311","clim_pract","I definitely would not","overall_owner_manager","AU",0.086019769,0.015258103,60,631
"312","clim_pract","I have already","overall_owner_manager","AU",0.275998611,0.024325185,163,631
"313","clim_pract","I probably would","overall_owner_manager","AU",0.205595332,0.021991787,130,631
"314","clim_pract","I probably would not","overall_owner_manager","AU",0.086775086,0.015318612,60,631
"315","clim_worry","I am unfamiliar with climate change or the impacts it may have","overall_owner_manager","AU",0.057000695,0.012565828,27,637
"316","clim_worry","Not at all worried","overall_owner_manager","AU",0.314799089,0.025172193,211,637
"317","clim_worry","Not very worried","overall_owner_manager","AU",0.205065051,0.021883006,135,637
"318","clim_worry","Somewhat worried","overall_owner_manager","AU",0.263571019,0.023878642,169,637
"319","clim_worry","Very worried","overall_owner_manager","AU",0.159564146,0.019847933,95,637
"320","dem_age","20 to 29","overall_owner_manager","AU",0.136161504,0.014727348,80,995
"321","dem_age","30 to 39","overall_owner_manager","AU",0.298122505,0.01964306,235,995
"322","dem_age","40 to 49","overall_owner_manager","AU",0.218250903,0.017737517,243,995
"323","dem_age","50 to 59","overall_owner_manager","AU",0.213032912,0.017582586,270,995
"324","dem_age","60 to 69","overall_owner_manager","AU",0.08163082,0.01175755,125,995
"325","dem_age","70 or older","overall_owner_manager","AU",0.035100619,0.007902773,35,995
"326","dem_age","Less than 20","overall_owner_manager","AU",0.017700738,0.005662376,7,995
"327","dgt_use_advertising","Checked","overall_owner_manager","AU",0.684529118,0.022898019,522,766
"328","dgt_use_advertising","Unchecked","overall_owner_manager","AU",0.315470882,0.022898019,244,766
"329","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","AU",0.358564315,0.023631017,252,766
"330","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","AU",0.641435685,0.023631017,514,766
"331","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","AU",0.703204219,0.022510851,539,766
"332","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","AU",0.296795781,0.022510851,227,766
"333","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","AU",0.316311608,0.022914426,234,766
"334","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","AU",0.683688392,0.022914426,532,766
"335","dgt_use_hiring","Checked","overall_owner_manager","AU",0.229853086,0.020731669,145,766
"336","dgt_use_hiring","Unchecked","overall_owner_manager","AU",0.770146914,0.020731669,621,766
"337","dgt_use_none_of_the_above","Checked","overall_owner_manager","AU",0.099373001,0.01474107,71,766
"338","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","AU",0.900626999,0.01474107,695,766
"339","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","AU",0.556914171,0.024477123,441,766
"340","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","AU",0.443085829,0.024477123,325,766
"341","dig_perm","Don't know","overall_owner_manager","AU",0.270754277,0.023133617,162,683
"342","dig_perm","No","overall_owner_manager","AU",0.298901968,0.023832669,211,683
"343","dig_perm","Yes","overall_owner_manager","AU",0.430343755,0.025777044,310,683
"344","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","AU",0.205518572,0.021210984,139,675
"345","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","AU",0.794481428,0.021210984,536,675
"346","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","AU",0.291649418,0.023858772,181,675
"347","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","AU",0.708350582,0.023858772,494,675
"348","dig_use_increase_in_employment","Checked","overall_owner_manager","AU",0.027647578,0.008606643,24,675
"349","dig_use_increase_in_employment","Unchecked","overall_owner_manager","AU",0.972352422,0.008606643,651,675
"350","dig_use_increase_in_sales","Checked","overall_owner_manager","AU",0.260834053,0.023048704,184,675
"351","dig_use_increase_in_sales","Unchecked","overall_owner_manager","AU",0.739165947,0.023048704,491,675
"352","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","AU",0.205775055,0.021220789,111,675
"353","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","AU",0.794224945,0.021220789,564,675
"354","dig_use_no_impact","Checked","overall_owner_manager","AU",0.406370243,0.025781737,290,675
"355","dig_use_no_impact","Unchecked","overall_owner_manager","AU",0.593629757,0.025781737,385,675
"356","dig_use_something_not_listed_here","Checked","overall_owner_manager","AU",0.085969836,0.014714541,55,675
"357","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","AU",0.914030164,0.014714541,620,675
"358","emp_rhr","Don't know or prefer not to say","overall_owner_manager","AU",0.219413317,0.019276626,168,862
"359","emp_rhr","No","overall_owner_manager","AU",0.662346388,0.022027603,605,862
"360","emp_rhr","Yes","overall_owner_manager","AU",0.118240295,0.015039965,89,862
"361","frl_rhr","Don't know or prefer not to say","overall_owner_manager","AU",0.122087686,0.014967338,96,888
"362","frl_rhr","No","overall_owner_manager","AU",0.791611796,0.018568455,725,888
"363","frl_rhr","Yes","overall_owner_manager","AU",0.086300517,0.012837825,67,888
"364","hol_emp","No","overall_owner_manager","AU",0.848598352,0.017840442,652,755
"365","hol_emp","Prefer not to say","overall_owner_manager","AU",0.066348011,0.012387843,46,755
"366","hol_emp","Yes","overall_owner_manager","AU",0.085053637,0.013884603,57,755
"367","hol_price","Decreased a little","overall_owner_manager","AU",0.063951474,0.012122588,42,760
"368","hol_price","Decreased a lot","overall_owner_manager","AU",0.041796072,0.009915568,42,760
"369","hol_price","Increased a little","overall_owner_manager","AU",0.304042118,0.022791832,201,760
"370","hol_price","Increased a lot","overall_owner_manager","AU",0.052071492,0.011008006,38,760
"371","hol_price","No Change","overall_owner_manager","AU",0.538138845,0.024701525,437,760
"372","hol_rev","All","overall_owner_manager","AU",0.019045637,0.006888923,11,725
"373","hol_rev","Between 0 and 25%","overall_owner_manager","AU",0.333188221,0.023756127,256,725
"374","hol_rev","Between 25 and 50%","overall_owner_manager","AU",0.427409569,0.024932932,301,725
"375","hol_rev","Between 50 and 75%","overall_owner_manager","AU",0.116217665,0.016152432,90,725
"376","hol_rev","Between 75 and 100%","overall_owner_manager","AU",0.027103154,0.00818413,17,725
"377","hol_rev","None","overall_owner_manager","AU",0.077035754,0.013439026,50,725
"378","ind_icm","Broadcasting","overall_owner_manager","AU",0.009146342,0.012486879,2,110
"379","ind_icm","Computer programming or consultancy","overall_owner_manager","AU",0.253305804,0.057045238,30,110
"380","ind_icm","Information services","overall_owner_manager","AU",0.325446702,0.061457304,27,110
"381","ind_icm","Motion picture and TV production, sound recording, music publishing","overall_owner_manager","AU",0.02821244,0.02171858,3,110
"382","ind_icm","Other","overall_owner_manager","AU",0.248440922,0.056678528,34,110
"383","ind_icm","Publishing","overall_owner_manager","AU",0.068307637,0.033089967,10,110
"384","ind_icm","Telecommuncations","overall_owner_manager","AU",0.067140154,0.032826517,4,110
"385","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","AU",0.026435389,0.010229843,11,426
"386","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","AU",0.269231875,0.028284387,101,426
"387","ind_oth","Education","overall_owner_manager","AU",0.094595902,0.018661697,34,426
"388","ind_oth","Financial and insurance activities","overall_owner_manager","AU",0.04609018,0.013370622,12,426
"389","ind_oth","Human health and social work activities","overall_owner_manager","AU",0.079798587,0.017279564,38,426
"390","ind_oth","Other","overall_owner_manager","AU",0.245259353,0.027435027,123,426
"391","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","AU",0.107892234,0.019783243,49,426
"392","ind_oth","Professional, scientific, and technical services","overall_owner_manager","AU",0.094966028,0.018694348,43,426
"393","ind_oth","Real estate activities","overall_owner_manager","AU",0.035730451,0.011836198,15,426
"394","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","AU",0.03907904,0.008363358,33,981
"395","ind_top","Construction","overall_owner_manager","AU",0.081279214,0.011793601,63,981
"396","ind_top","Hotels, cafes and restaurants","overall_owner_manager","AU",0.075501498,0.011402388,64,981
"397","ind_top","Information and communication","overall_owner_manager","AU",0.098854287,0.012881315,116,981
"398","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","AU",0.031587985,0.007548418,33,981
"399","ind_top","Other","overall_owner_manager","AU",0.450512431,0.021473224,443,981
"400","ind_top","Transportation and storage","overall_owner_manager","AU",0.030562608,0.007428823,29,981
"401","ind_top","Wholesale and retail trade","overall_owner_manager","AU",0.192622938,0.017019905,200,981
"402","ind_trd","Other","overall_owner_manager","AU",0.096183342,0.030331984,17,193
"403","ind_trd","Retail trade","overall_owner_manager","AU",0.788471292,0.042013447,155,193
"404","ind_trd","Wholesale trade","overall_owner_manager","AU",0.115345366,0.032862278,21,193
"405","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","AU",0.172340299,0.02031519,84,646
"406","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","AU",0.827659701,0.02031519,562,646
"407","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","AU",0.331791599,0.025327378,198,646
"408","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","AU",0.668208401,0.025327378,448,646
"409","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","AU",0.125821924,0.017839377,64,646
"410","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","AU",0.874178076,0.017839377,582,646
"411","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","AU",0.191132829,0.021149876,122,646
"412","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","AU",0.808867171,0.021149876,524,646
"413","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","AU",0.337720874,0.02543906,194,646
"414","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","AU",0.662279126,0.02543906,452,646
"415","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","AU",0.163408511,0.019888207,86,646
